,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,ANGRA,Hunters and Prey,Live and Learn,5LZci9wxIwwvF9qh8cMpHS,0.431,0.984,1,-5.131,1,0.0907,0.00591,2.67e-06,0.065,0.167,144.996,audio_features,5LZci9wxIwwvF9qh8cMpHS,spotify:track:5LZci9wxIwwvF9qh8cMpHS,https://api.spotify.com/v1/tracks/5LZci9wxIwwvF9qh8cMpHS,https://api.spotify.com/v1/audio-analysis/5LZci9wxIwwvF9qh8cMpHS,254293,4
1,ANGRA,Hunters and Prey,Bleeding Heart,4m2HvlrZ1kKsgFpcLh5h0V,0.5,0.545,10,-7.115,1,0.0277,0.165,0,0.367,0.118,123.974,audio_features,4m2HvlrZ1kKsgFpcLh5h0V,spotify:track:4m2HvlrZ1kKsgFpcLh5h0V,https://api.spotify.com/v1/tracks/4m2HvlrZ1kKsgFpcLh5h0V,https://api.spotify.com/v1/audio-analysis/4m2HvlrZ1kKsgFpcLh5h0V,246053,4
2,ANGRA,Hunters and Prey,Hunters and Prey,3Gs5F9IN5BEhU8jhdr5KrQ,0.56,0.892,2,-6.74,1,0.0366,0.00286,0.00203,0.102,0.679,114.986,audio_features,3Gs5F9IN5BEhU8jhdr5KrQ,spotify:track:3Gs5F9IN5BEhU8jhdr5KrQ,https://api.spotify.com/v1/tracks/3Gs5F9IN5BEhU8jhdr5KrQ,https://api.spotify.com/v1/audio-analysis/3Gs5F9IN5BEhU8jhdr5KrQ,391280,4
3,ANGRA,Hunters and Prey,Eyes of Christ,2ahYaznOR2pfAu6voMj3T7,0.512,0.937,8,-5.403,1,0.0467,0.0622,2.81e-06,0.0792,0.469,105.021,audio_features,2ahYaznOR2pfAu6voMj3T7,spotify:track:2ahYaznOR2pfAu6voMj3T7,https://api.spotify.com/v1/tracks/2ahYaznOR2pfAu6voMj3T7,https://api.spotify.com/v1/audio-analysis/2ahYaznOR2pfAu6voMj3T7,257973,4
4,ANGRA,Hunters and Prey,Rebirth (Acoustic Version),3tQWuqbfcQumQL3KHfOM3C,0.348,0.596,9,-7.498,0,0.0291,0.501,0,0.111,0.343,74.179,audio_features,3tQWuqbfcQumQL3KHfOM3C,spotify:track:3tQWuqbfcQumQL3KHfOM3C,https://api.spotify.com/v1/tracks/3tQWuqbfcQumQL3KHfOM3C,https://api.spotify.com/v1/audio-analysis/3tQWuqbfcQumQL3KHfOM3C,217533,4
5,ANGRA,Hunters and Prey,Heroes of Sand (Acoustic Version),1mzAPJgeC1OeuB11bcfGuZ,0.379,0.702,4,-6.815,0,0.0397,0.0819,0,0.0464,0.336,160.049,audio_features,1mzAPJgeC1OeuB11bcfGuZ,spotify:track:1mzAPJgeC1OeuB11bcfGuZ,https://api.spotify.com/v1/tracks/1mzAPJgeC1OeuB11bcfGuZ,https://api.spotify.com/v1/audio-analysis/1mzAPJgeC1OeuB11bcfGuZ,232307,3
6,ANGRA,Hunters and Prey,Mama,2Nu473tMWCxqVvIit230u7,0.54,0.861,4,-7.479,0,0.0493,0.0538,0.0096,0.114,0.467,83.003,audio_features,2Nu473tMWCxqVvIit230u7,spotify:track:2Nu473tMWCxqVvIit230u7,https://api.spotify.com/v1/tracks/2Nu473tMWCxqVvIit230u7,https://api.spotify.com/v1/audio-analysis/2Nu473tMWCxqVvIit230u7,321973,4
7,ANGRA,Hunters and Prey,Caça E Caçador,4b8AgvS5dYLNaxWSOFCxD2,0.566,0.793,2,-7.544,1,0.0405,0.046,0.00026,0.39,0.556,114.99,audio_features,4b8AgvS5dYLNaxWSOFCxD2,spotify:track:4b8AgvS5dYLNaxWSOFCxD2,https://api.spotify.com/v1/tracks/4b8AgvS5dYLNaxWSOFCxD2,https://api.spotify.com/v1/audio-analysis/4b8AgvS5dYLNaxWSOFCxD2,388227,4
8,Firehouse,Firehouse,Rock On the Radio,5O0GElfKOTJYHH1xsldWmp,0.534,0.787,1,-10.579,0,0.0429,0.000132,0.0025,0.366,0.319,83.896,audio_features,5O0GElfKOTJYHH1xsldWmp,spotify:track:5O0GElfKOTJYHH1xsldWmp,https://api.spotify.com/v1/tracks/5O0GElfKOTJYHH1xsldWmp,https://api.spotify.com/v1/audio-analysis/5O0GElfKOTJYHH1xsldWmp,285360,4
9,Firehouse,Firehouse,All She Wrote (Live),0oIbfeHdm2BmD1jWD29dQc,0.603,0.759,8,-10.393,1,0.0322,3.85e-05,0.0162,0.148,0.376,121.214,audio_features,0oIbfeHdm2BmD1jWD29dQc,spotify:track:0oIbfeHdm2BmD1jWD29dQc,https://api.spotify.com/v1/tracks/0oIbfeHdm2BmD1jWD29dQc,https://api.spotify.com/v1/audio-analysis/0oIbfeHdm2BmD1jWD29dQc,267427,4
10,Firehouse,Firehouse,Shake & Tumble,4MLmEX0LoKw9TB26bWYLEe,0.631,0.756,5,-9.674,0,0.0299,5.56e-05,0.0304,0.109,0.712,102.278,audio_features,4MLmEX0LoKw9TB26bWYLEe,spotify:track:4MLmEX0LoKw9TB26bWYLEe,https://api.spotify.com/v1/tracks/4MLmEX0LoKw9TB26bWYLEe,https://api.spotify.com/v1/audio-analysis/4MLmEX0LoKw9TB26bWYLEe,210173,4
11,Firehouse,Firehouse,Don't Treat Me Bad,4lbhQdbiTpNP7GowZG8KsM,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,audio_features,4lbhQdbiTpNP7GowZG8KsM,spotify:track:4lbhQdbiTpNP7GowZG8KsM,https://api.spotify.com/v1/tracks/4lbhQdbiTpNP7GowZG8KsM,https://api.spotify.com/v1/audio-analysis/4lbhQdbiTpNP7GowZG8KsM,235360,4
12,Firehouse,Firehouse,Oughta Be A Law,4oYpamezLvJHIdYWhkiNKf,0.572,0.838,1,-10.759,1,0.0436,0.000709,1.53e-06,0.0613,0.575,125.039,audio_features,4oYpamezLvJHIdYWhkiNKf,spotify:track:4oYpamezLvJHIdYWhkiNKf,https://api.spotify.com/v1/tracks/4oYpamezLvJHIdYWhkiNKf,https://api.spotify.com/v1/audio-analysis/4oYpamezLvJHIdYWhkiNKf,234613,4
13,Firehouse,Firehouse,Lover's Lane,42jmpakZBZOTa64a59f7iX,0.382,0.868,1,-11.205,1,0.052,8.39e-06,0.0441,0.147,0.212,169.559,audio_features,42jmpakZBZOTa64a59f7iX,spotify:track:42jmpakZBZOTa64a59f7iX,https://api.spotify.com/v1/tracks/42jmpakZBZOTa64a59f7iX,https://api.spotify.com/v1/audio-analysis/42jmpakZBZOTa64a59f7iX,242773,4
14,Firehouse,Firehouse,Home Is Where the Heart Is,1Yl8AeMziYezVBj4FAV5ck,0.528,0.754,8,-11.525,1,0.0338,3.53e-05,0.0173,0.134,0.16,129.204,audio_features,1Yl8AeMziYezVBj4FAV5ck,spotify:track:1Yl8AeMziYezVBj4FAV5ck,https://api.spotify.com/v1/tracks/1Yl8AeMziYezVBj4FAV5ck,https://api.spotify.com/v1/audio-analysis/1Yl8AeMziYezVBj4FAV5ck,288613,4
15,Firehouse,Firehouse,Don't Walk Away,5NzbFdMn2JR4q3XKyhzt7o,0.557,0.754,1,-10.672,1,0.0311,9.85e-06,2.99e-06,0.238,0.591,111.67,audio_features,5NzbFdMn2JR4q3XKyhzt7o,spotify:track:5NzbFdMn2JR4q3XKyhzt7o,https://api.spotify.com/v1/tracks/5NzbFdMn2JR4q3XKyhzt7o,https://api.spotify.com/v1/audio-analysis/5NzbFdMn2JR4q3XKyhzt7o,271987,3
16,Firehouse,Firehouse,Seasons Of Change,4sXwx544m084sjzv3LSHie,0.508,0.293,3,-14.601,0,0.0797,0.535,0.827,0.136,0.379,125.916,audio_features,4sXwx544m084sjzv3LSHie,spotify:track:4sXwx544m084sjzv3LSHie,https://api.spotify.com/v1/tracks/4sXwx544m084sjzv3LSHie,https://api.spotify.com/v1/audio-analysis/4sXwx544m084sjzv3LSHie,89787,4
17,Firehouse,Firehouse,Overnight Sensation (Live),3vMIPeiTP2fG321NMtRP59,0.448,0.836,8,-11.251,1,0.0394,3.91e-06,0.198,0.172,0.333,154.465,audio_features,3vMIPeiTP2fG321NMtRP59,spotify:track:3vMIPeiTP2fG321NMtRP59,https://api.spotify.com/v1/tracks/3vMIPeiTP2fG321NMtRP59,https://api.spotify.com/v1/audio-analysis/3vMIPeiTP2fG321NMtRP59,236027,4
18,Firehouse,Firehouse,Love of a Lifetime,2kDH08boXJyhKMl5hnZbrE,0.472,0.48,1,-11.893,1,0.0308,0.000204,0.00275,0.0914,0.126,123.023,audio_features,2kDH08boXJyhKMl5hnZbrE,spotify:track:2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/tracks/2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/audio-analysis/2kDH08boXJyhKMl5hnZbrE,286573,4
19,Firehouse,Firehouse,Helpless,5rHW9vuAB25PDS0gBTPbPQ,0.522,0.887,1,-9.907,1,0.0453,7.65e-06,0.00458,0.338,0.632,148.921,audio_features,5rHW9vuAB25PDS0gBTPbPQ,spotify:track:5rHW9vuAB25PDS0gBTPbPQ,https://api.spotify.com/v1/tracks/5rHW9vuAB25PDS0gBTPbPQ,https://api.spotify.com/v1/audio-analysis/5rHW9vuAB25PDS0gBTPbPQ,265720,4
20,Various Artists,Un Puente Hacia La Habana,Cuando el Corazón Se Cala,6aMYfo8uuNir8Mu3N2Mtya,0.658,0.898,1,-4.961,0,0.0869,0.449,0,0.0327,0.821,152.015,audio_features,6aMYfo8uuNir8Mu3N2Mtya,spotify:track:6aMYfo8uuNir8Mu3N2Mtya,https://api.spotify.com/v1/tracks/6aMYfo8uuNir8Mu3N2Mtya,https://api.spotify.com/v1/audio-analysis/6aMYfo8uuNir8Mu3N2Mtya,232176,4
21,Various Artists,Un Puente Hacia La Habana,Gloria Bendita,0k0Rmg3kOUEkpzOHSoDTKN,0.729,0.859,5,-5.374,0,0.0653,0.512,0,0.203,0.814,110.088,audio_features,0k0Rmg3kOUEkpzOHSoDTKN,spotify:track:0k0Rmg3kOUEkpzOHSoDTKN,https://api.spotify.com/v1/tracks/0k0Rmg3kOUEkpzOHSoDTKN,https://api.spotify.com/v1/audio-analysis/0k0Rmg3kOUEkpzOHSoDTKN,224026,4
22,Various Artists,Un Puente Hacia La Habana,Tú Dices y no Dices Na',3dgvmPor6egt56UAeQcBwb,0.647,0.75,5,-4.862,0,0.0386,0.259,0,0.0639,0.961,99.99,audio_features,3dgvmPor6egt56UAeQcBwb,spotify:track:3dgvmPor6egt56UAeQcBwb,https://api.spotify.com/v1/tracks/3dgvmPor6egt56UAeQcBwb,https://api.spotify.com/v1/audio-analysis/3dgvmPor6egt56UAeQcBwb,260023,4
23,Various Artists,Un Puente Hacia La Habana,Loco Corazón,2IAhe18vnHGcNBd9gRm3A0,0.516,0.582,0,-7.258,0,0.0527,0.831,0,0.105,0.414,119.854,audio_features,2IAhe18vnHGcNBd9gRm3A0,spotify:track:2IAhe18vnHGcNBd9gRm3A0,https://api.spotify.com/v1/tracks/2IAhe18vnHGcNBd9gRm3A0,https://api.spotify.com/v1/audio-analysis/2IAhe18vnHGcNBd9gRm3A0,219037,4
24,Various Artists,Un Puente Hacia La Habana,Búscate la Vida,4PZRay71RiOkf2CGS4vsU3,0.472,0.72,7,-5.086,1,0.0461,0.649,0,0.115,0.662,189.911,audio_features,4PZRay71RiOkf2CGS4vsU3,spotify:track:4PZRay71RiOkf2CGS4vsU3,https://api.spotify.com/v1/tracks/4PZRay71RiOkf2CGS4vsU3,https://api.spotify.com/v1/audio-analysis/4PZRay71RiOkf2CGS4vsU3,249522,4
25,Various Artists,Un Puente Hacia La Habana,Homenaje a la Mía Vida,4gpcAyAqxgeDarAYQtWKvD,0.733,0.918,4,-5.413,1,0.0893,0.399,0,0.0656,0.779,108.217,audio_features,4gpcAyAqxgeDarAYQtWKvD,spotify:track:4gpcAyAqxgeDarAYQtWKvD,https://api.spotify.com/v1/tracks/4gpcAyAqxgeDarAYQtWKvD,https://api.spotify.com/v1/audio-analysis/4gpcAyAqxgeDarAYQtWKvD,194534,4
26,Various Artists,Un Puente Hacia La Habana,Dejame Volar,6pyIa8hhVdZJNYhSocB5Gw,0.715,0.4,9,-8.099,1,0.0335,0.519,0,0.074,0.285,115.175,audio_features,6pyIa8hhVdZJNYhSocB5Gw,spotify:track:6pyIa8hhVdZJNYhSocB5Gw,https://api.spotify.com/v1/tracks/6pyIa8hhVdZJNYhSocB5Gw,https://api.spotify.com/v1/audio-analysis/6pyIa8hhVdZJNYhSocB5Gw,269035,4
27,Various Artists,Un Puente Hacia La Habana,Se Acabó el Querer,0Co4VJbIS5A5G2qcFfpVRl,0.72,0.777,11,-5.596,0,0.0412,0.526,0,0.0831,0.882,99.982,audio_features,0Co4VJbIS5A5G2qcFfpVRl,spotify:track:0Co4VJbIS5A5G2qcFfpVRl,https://api.spotify.com/v1/tracks/0Co4VJbIS5A5G2qcFfpVRl,https://api.spotify.com/v1/audio-analysis/0Co4VJbIS5A5G2qcFfpVRl,300539,4
28,Various Artists,Un Puente Hacia La Habana,Inténtalo,0AgZAoKAgE6i2jTcCgIlfB,0.592,0.812,9,-5.954,1,0.0491,0.507,0,0.337,0.931,164.013,audio_features,0AgZAoKAgE6i2jTcCgIlfB,spotify:track:0AgZAoKAgE6i2jTcCgIlfB,https://api.spotify.com/v1/tracks/0AgZAoKAgE6i2jTcCgIlfB,https://api.spotify.com/v1/audio-analysis/0AgZAoKAgE6i2jTcCgIlfB,234527,4
29,Various Artists,Un Puente Hacia La Habana,Pídeme Perdón,1SNYxvEWVNNucmuGfUrcOB,0.785,0.796,7,-4.726,0,0.0551,0.557,0,0.0369,0.798,129.966,audio_features,1SNYxvEWVNNucmuGfUrcOB,spotify:track:1SNYxvEWVNNucmuGfUrcOB,https://api.spotify.com/v1/tracks/1SNYxvEWVNNucmuGfUrcOB,https://api.spotify.com/v1/audio-analysis/1SNYxvEWVNNucmuGfUrcOB,193045,4
30,Various Artists,Un Puente Hacia La Habana,Gavilán,1T0DwtHrnX3GSCqVa56YuY,0.71,0.831,5,-6.527,1,0.0799,0.154,0,0.151,0.942,100.013,audio_features,1T0DwtHrnX3GSCqVa56YuY,spotify:track:1T0DwtHrnX3GSCqVa56YuY,https://api.spotify.com/v1/tracks/1T0DwtHrnX3GSCqVa56YuY,https://api.spotify.com/v1/audio-analysis/1T0DwtHrnX3GSCqVa56YuY,244036,4
31,Various Artists,Un Puente Hacia La Habana,Abrazo Roto,68eu6IETedDZz3hwW0Knh2,0.546,0.244,7,-10.334,1,0.0465,0.92,0,0.11,0.38,73.322,audio_features,68eu6IETedDZz3hwW0Knh2,spotify:track:68eu6IETedDZz3hwW0Knh2,https://api.spotify.com/v1/tracks/68eu6IETedDZz3hwW0Knh2,https://api.spotify.com/v1/audio-analysis/68eu6IETedDZz3hwW0Knh2,310230,5
32,Arnocorps,The Unbelievable,Unbelievable Intro,0O3QIl65eHtmWmZG7OctlO,0.483,0.877,7,-6.024,1,0.0414,1.2e-05,0.289,0.621,0.103,129.032,audio_features,0O3QIl65eHtmWmZG7OctlO,spotify:track:0O3QIl65eHtmWmZG7OctlO,https://api.spotify.com/v1/tracks/0O3QIl65eHtmWmZG7OctlO,https://api.spotify.com/v1/audio-analysis/0O3QIl65eHtmWmZG7OctlO,94773,4
33,Arnocorps,The Unbelievable,Mr. Freeze,0B0mLdFGcktovDiHcXGyuN,0.508,0.989,7,-3.445,1,0.0509,0.000785,0.000703,0.255,0.338,101.028,audio_features,0B0mLdFGcktovDiHcXGyuN,spotify:track:0B0mLdFGcktovDiHcXGyuN,https://api.spotify.com/v1/tracks/0B0mLdFGcktovDiHcXGyuN,https://api.spotify.com/v1/audio-analysis/0B0mLdFGcktovDiHcXGyuN,155067,4
34,Arnocorps,The Unbelievable,Junior,1KQbNDcAIeel7Eq6Iwrf7b,0.31,0.976,9,-4.44,1,0.09,0.000219,0.0337,0.112,0.183,189.146,audio_features,1KQbNDcAIeel7Eq6Iwrf7b,spotify:track:1KQbNDcAIeel7Eq6Iwrf7b,https://api.spotify.com/v1/tracks/1KQbNDcAIeel7Eq6Iwrf7b,https://api.spotify.com/v1/audio-analysis/1KQbNDcAIeel7Eq6Iwrf7b,209960,4
35,Arnocorps,The Unbelievable,Kindergarten Cop,1EIUQXDvi5H0xUCYYKZW9U,0.364,0.94,4,-3.764,0,0.0398,8.97e-06,0.298,0.19,0.389,76.637,audio_features,1EIUQXDvi5H0xUCYYKZW9U,spotify:track:1EIUQXDvi5H0xUCYYKZW9U,https://api.spotify.com/v1/tracks/1EIUQXDvi5H0xUCYYKZW9U,https://api.spotify.com/v1/audio-analysis/1EIUQXDvi5H0xUCYYKZW9U,264307,4
36,Arnocorps,The Unbelievable,Jingle All the Way,6GuhSASUFSAjA3VcsWzxkb,0.474,0.959,6,-4.023,0,0.061,9.63e-05,0.000153,0.104,0.512,133.439,audio_features,6GuhSASUFSAjA3VcsWzxkb,spotify:track:6GuhSASUFSAjA3VcsWzxkb,https://api.spotify.com/v1/tracks/6GuhSASUFSAjA3VcsWzxkb,https://api.spotify.com/v1/audio-analysis/6GuhSASUFSAjA3VcsWzxkb,241267,4
37,Arnocorps,The Unbelievable,Handsome Stranger,1rWdbp9mLan3iucIFgVcaz,0.299,0.954,9,-4.518,1,0.0922,4.94e-05,0.00171,0.0503,0.171,188.808,audio_features,1rWdbp9mLan3iucIFgVcaz,spotify:track:1rWdbp9mLan3iucIFgVcaz,https://api.spotify.com/v1/tracks/1rWdbp9mLan3iucIFgVcaz,https://api.spotify.com/v1/audio-analysis/1rWdbp9mLan3iucIFgVcaz,232467,4
38,Arnocorps,The Unbelievable,Twins,6eFxQ9qHy6QJtSP4DJKvvA,0.295,0.969,0,-3.38,0,0.0724,4.77e-05,0.0088,0.353,0.357,189.953,audio_features,6eFxQ9qHy6QJtSP4DJKvvA,spotify:track:6eFxQ9qHy6QJtSP4DJKvvA,https://api.spotify.com/v1/tracks/6eFxQ9qHy6QJtSP4DJKvvA,https://api.spotify.com/v1/audio-analysis/6eFxQ9qHy6QJtSP4DJKvvA,180587,4
39,Arnocorps,The Greatest Band of All Time,Arno Intro,0WgBhs36VXvTNOBvrUzGS4,0.347,0.995,9,-6.599,1,0.0834,0.00108,0.0337,0.12,0.235,100.075,audio_features,0WgBhs36VXvTNOBvrUzGS4,spotify:track:0WgBhs36VXvTNOBvrUzGS4,https://api.spotify.com/v1/tracks/0WgBhs36VXvTNOBvrUzGS4,https://api.spotify.com/v1/audio-analysis/0WgBhs36VXvTNOBvrUzGS4,110427,4
40,Arnocorps,The Greatest Band of All Time,Predator,5U71WWuwv1202kkcqNoa8v,0.231,0.985,9,-4.418,0,0.224,0.000244,5.92e-05,0.257,0.184,164.57,audio_features,5U71WWuwv1202kkcqNoa8v,spotify:track:5U71WWuwv1202kkcqNoa8v,https://api.spotify.com/v1/tracks/5U71WWuwv1202kkcqNoa8v,https://api.spotify.com/v1/audio-analysis/5U71WWuwv1202kkcqNoa8v,206600,4
41,Arnocorps,The Greatest Band of All Time,True Lies,0u3BlcUgGPz3uXZSbmHlY8,0.474,0.974,2,-3.948,1,0.0947,0.000744,0,0.27,0.367,105.251,audio_features,0u3BlcUgGPz3uXZSbmHlY8,spotify:track:0u3BlcUgGPz3uXZSbmHlY8,https://api.spotify.com/v1/tracks/0u3BlcUgGPz3uXZSbmHlY8,https://api.spotify.com/v1/audio-analysis/0u3BlcUgGPz3uXZSbmHlY8,141507,4
42,Arnocorps,The Greatest Band of All Time,Total Recall,2APyxskw6L91kHRe4iu6rD,0.266,0.969,4,-4.457,1,0.0877,0.00206,0,0.143,0.212,96.489,audio_features,2APyxskw6L91kHRe4iu6rD,spotify:track:2APyxskw6L91kHRe4iu6rD,https://api.spotify.com/v1/tracks/2APyxskw6L91kHRe4iu6rD,https://api.spotify.com/v1/audio-analysis/2APyxskw6L91kHRe4iu6rD,176467,4
43,Arnocorps,The Greatest Band of All Time,Commando,44kjXBPlmB1uyBFcfNslvC,0.312,0.926,10,-4.43,1,0.104,0.00141,0.00101,0.188,0.441,113.76,audio_features,44kjXBPlmB1uyBFcfNslvC,spotify:track:44kjXBPlmB1uyBFcfNslvC,https://api.spotify.com/v1/tracks/44kjXBPlmB1uyBFcfNslvC,https://api.spotify.com/v1/audio-analysis/44kjXBPlmB1uyBFcfNslvC,196733,4
44,Arnocorps,The Greatest Band of All Time,Collateral Damage,6YOPlbYG3yBuxVOp7RvLh9,0.324,0.987,5,-4.165,1,0.119,0.00231,0.00288,0.125,0.217,105.862,audio_features,6YOPlbYG3yBuxVOp7RvLh9,spotify:track:6YOPlbYG3yBuxVOp7RvLh9,https://api.spotify.com/v1/tracks/6YOPlbYG3yBuxVOp7RvLh9,https://api.spotify.com/v1/audio-analysis/6YOPlbYG3yBuxVOp7RvLh9,121320,4
45,Arnocorps,The Greatest Band of All Time,End of Days,6wzvEbkDStXihyl6anVPf9,0.316,0.941,11,-4.667,1,0.0783,0.000836,4.62e-06,0.113,0.151,96.695,audio_features,6wzvEbkDStXihyl6anVPf9,spotify:track:6wzvEbkDStXihyl6anVPf9,https://api.spotify.com/v1/tracks/6wzvEbkDStXihyl6anVPf9,https://api.spotify.com/v1/audio-analysis/6wzvEbkDStXihyl6anVPf9,199240,4
46,Arnocorps,The Greatest Band of All Time,Sixth Day,3rH7cBgFRe2wGWX3OYJln2,0.254,0.976,0,-4.032,1,0.113,0.000293,7.73e-05,0.175,0.369,167.519,audio_features,3rH7cBgFRe2wGWX3OYJln2,spotify:track:3rH7cBgFRe2wGWX3OYJln2,https://api.spotify.com/v1/tracks/3rH7cBgFRe2wGWX3OYJln2,https://api.spotify.com/v1/audio-analysis/3rH7cBgFRe2wGWX3OYJln2,145707,4
47,Arnocorps,The Greatest Band of All Time,Running Man,0m9PC4JB0It1ypBjqThv3p,0.256,0.967,9,-4.417,1,0.158,0.00173,8.36e-05,0.132,0.231,161.807,audio_features,0m9PC4JB0It1ypBjqThv3p,spotify:track:0m9PC4JB0It1ypBjqThv3p,https://api.spotify.com/v1/tracks/0m9PC4JB0It1ypBjqThv3p,https://api.spotify.com/v1/audio-analysis/0m9PC4JB0It1ypBjqThv3p,180773,4
48,Arnocorps,The Greatest Band of All Time,Raw Deal,0DoEb7TpyRhRbviASIm026,0.381,0.993,0,-4.168,1,0.125,0.000607,0.000165,0.325,0.21,86.746,audio_features,0DoEb7TpyRhRbviASIm026,spotify:track:0DoEb7TpyRhRbviASIm026,https://api.spotify.com/v1/tracks/0DoEb7TpyRhRbviASIm026,https://api.spotify.com/v1/audio-analysis/0DoEb7TpyRhRbviASIm026,89240,4
49,Arnocorps,The Greatest Band of All Time,Eraser,2gFdsLP75hFTV6UPbNe9OY,0.18,0.973,4,-3.932,0,0.141,0.00159,9.57e-05,0.136,0.165,187.401,audio_features,2gFdsLP75hFTV6UPbNe9OY,spotify:track:2gFdsLP75hFTV6UPbNe9OY,https://api.spotify.com/v1/tracks/2gFdsLP75hFTV6UPbNe9OY,https://api.spotify.com/v1/audio-analysis/2gFdsLP75hFTV6UPbNe9OY,147480,4
50,Arnocorps,The Greatest Band of All Time,Crom (Strong on His Mountain),3dmzKtzU4523NMQYWrSeNJ,0.255,0.939,2,-3.962,1,0.135,0.00881,0.0233,0.424,0.293,186.664,audio_features,3dmzKtzU4523NMQYWrSeNJ,spotify:track:3dmzKtzU4523NMQYWrSeNJ,https://api.spotify.com/v1/tracks/3dmzKtzU4523NMQYWrSeNJ,https://api.spotify.com/v1/audio-analysis/3dmzKtzU4523NMQYWrSeNJ,171293,3
51,Arnocorps,The Greatest Band of All Time,Wheel of Pain,4vKS8DqzeiFI4rJtxabknJ,0.386,0.966,1,-6.996,1,0.0636,5.35e-06,0.959,0.16,0.651,143.877,audio_features,4vKS8DqzeiFI4rJtxabknJ,spotify:track:4vKS8DqzeiFI4rJtxabknJ,https://api.spotify.com/v1/tracks/4vKS8DqzeiFI4rJtxabknJ,https://api.spotify.com/v1/audio-analysis/4vKS8DqzeiFI4rJtxabknJ,84200,4
52,Arnocorps,The Greatest Band of All Time,Terminator,7EG9VRLN7u6zuTuOl0tqw1,0.328,0.896,0,-4.64,1,0.122,0.00341,0.000862,0.077,0.452,166.777,audio_features,7EG9VRLN7u6zuTuOl0tqw1,spotify:track:7EG9VRLN7u6zuTuOl0tqw1,https://api.spotify.com/v1/tracks/7EG9VRLN7u6zuTuOl0tqw1,https://api.spotify.com/v1/audio-analysis/7EG9VRLN7u6zuTuOl0tqw1,148747,4
53,Arnocorps,The Greatest Band of All Time,Last Action Hero,524lZhmiHF6bObWtHjqrr0,0.174,0.964,11,-3.977,0,0.0577,0.00146,1.72e-06,0.106,0.532,190.1,audio_features,524lZhmiHF6bObWtHjqrr0,spotify:track:524lZhmiHF6bObWtHjqrr0,https://api.spotify.com/v1/tracks/524lZhmiHF6bObWtHjqrr0,https://api.spotify.com/v1/audio-analysis/524lZhmiHF6bObWtHjqrr0,231733,4
54,The Highwaymen,Highwayman 2,Silver Stallion,6ivUoajqXRNVIyEGhRkucw,0.625,0.523,1,-14.647,0,0.0311,0.526,0.0564,0.252,0.723,148.03,audio_features,6ivUoajqXRNVIyEGhRkucw,spotify:track:6ivUoajqXRNVIyEGhRkucw,https://api.spotify.com/v1/tracks/6ivUoajqXRNVIyEGhRkucw,https://api.spotify.com/v1/audio-analysis/6ivUoajqXRNVIyEGhRkucw,192427,4
55,The Highwaymen,Highwayman 2,Born and Raised in Black and White,6AEPHlvR4jgwXe2J0vM1Sl,0.731,0.527,4,-11.761,1,0.0334,0.571,5.05e-06,0.221,0.692,124.567,audio_features,6AEPHlvR4jgwXe2J0vM1Sl,spotify:track:6AEPHlvR4jgwXe2J0vM1Sl,https://api.spotify.com/v1/tracks/6AEPHlvR4jgwXe2J0vM1Sl,https://api.spotify.com/v1/audio-analysis/6AEPHlvR4jgwXe2J0vM1Sl,241173,4
56,The Highwaymen,Highwayman 2,Two Stories Wide,673LeigxlaoCkxPaIyv5Sc,0.489,0.293,2,-14.878,1,0.0323,0.835,0.0513,0.165,0.249,149.805,audio_features,673LeigxlaoCkxPaIyv5Sc,spotify:track:673LeigxlaoCkxPaIyv5Sc,https://api.spotify.com/v1/tracks/673LeigxlaoCkxPaIyv5Sc,https://api.spotify.com/v1/audio-analysis/673LeigxlaoCkxPaIyv5Sc,153493,3
57,The Highwaymen,Highwayman 2,We're All in Your Corner,7xSokQ8hCA2yNt9mo3GETk,0.538,0.255,7,-14.274,1,0.0323,0.71,3.42e-05,0.163,0.27,123.012,audio_features,7xSokQ8hCA2yNt9mo3GETk,spotify:track:7xSokQ8hCA2yNt9mo3GETk,https://api.spotify.com/v1/tracks/7xSokQ8hCA2yNt9mo3GETk,https://api.spotify.com/v1/audio-analysis/7xSokQ8hCA2yNt9mo3GETk,184000,3
58,The Highwaymen,Highwayman 2,American Remains,4REjaHRPmVb7btssqChJSy,0.684,0.495,10,-13.877,0,0.0422,0.47,6.98e-05,0.157,0.528,101.999,audio_features,4REjaHRPmVb7btssqChJSy,spotify:track:4REjaHRPmVb7btssqChJSy,https://api.spotify.com/v1/tracks/4REjaHRPmVb7btssqChJSy,https://api.spotify.com/v1/audio-analysis/4REjaHRPmVb7btssqChJSy,247000,4
